# Title:                 GRDC STATION DATA FILE
#                        --------------
# Format:                DOS-ASCII
# Date format:           YYYY-MM-DD; YYYY-MM; YYYY; MM
# Field delimiter:       ;
#
# file generation data:  2013-08-26
#
# GRDC-No.:              3652890
# River:                 PARAIBA DO SUL
# Station:               CAMPOS - PONTE MUNICIPAL
# Country:               BR
# Latitude (dec. °):      -21.753300
# Longitude (de. °):      -41.300300
# Catchment area (km²):    55500.000
# Altitude (m.a.s.l):          14.00
# Next d/s station:      -
# Remarks:               
#************************************************************
#
# Data Set Content:      MONTHLY PRIMARY VALUES
#                        ----------------------
# Unit:                  m³/s
# Time series:           1928 - 2010
# No. of years:          83
#
# Consists of 3 tables of statistics based on mean daily discharges
#     - for each single year
#     - for the entire period
#     - for each month over the entire period
#
# Aggregation thresholds:
#    nD = 10 (max. number of missing days allowed to calculate a monthly value)
#    nM = 2  (max. number of missing months allowed for a year to be considered)
#    nY = 5  (min. number of years for aggregation over the entire period)
#
#
# TABLES
#
# For INDIVIDUAL YEARS (n records, one per year)
#   LQ:    lowest monthly discharge of the given year
#   month: associated month of occurrence
#   MQ:    mean discharge of all monthly discharges in the given year
#   HQ:    highest monthly discharge of the given year
#   month: associated month of occurrence
#   n:    number of available values used for MQ calculation
#
year;LQ;month;MQ;;HQ;month;m
1928;   259.000;09;   720.000;  1449.000;12;  12
1929;   558.000;10;  1483.333;  3256.000;02;  12
1930;   409.000;09;   845.750;  1682.000;12;  12
1931;   557.000;09;  1244.167;  2936.000;02;  12
1932;   466.000;09;  1051.583;  1966.000;01;  12
1933;   448.000;08;   971.833;  2577.000;01;  12
1934;   374.032;08;   824.246;  2358.481;01;  12
1935;   459.933;09;  1008.663;  3076.857;02;  12
1936;   372.613;08;   705.537;  1717.032;03;  12
1937;   350.633;09;  1049.577;  2256.857;02;  12
1938;   514.767;09;   966.712;  1817.935;01;  12
1939;   364.533;09;   749.972;  1581.548;01;  12
1940;   343.300;09;   890.942;  1845.690;02;  12
1941;   382.774;08;   781.631;  1377.968;12;  12
1942;   397.833;09;   952.065;  1840.387;01;  12
1943;   547.633;09;  1270.946;  3604.903;01;  12
1944;   393.452;10;   986.859;  2239.690;02;  12
1945;   406.452;10;   904.153;  1821.857;02;  12
1946;   328.333;09;   806.796;  2186.194;01;  12
1947;   659.032;08;  1203.717;  2858.290;03;  12
1948;   459.900;09;   979.861;  1843.806;03;  12
1949;   434.300;09;  1012.879;  2488.178;02;  12
1950;   434.400;09;  1097.080;  2160.464;02;  12
1951;   449.333;11;  1039.733;  2085.194;03;  12
