# Title:                 GRDC STATION DATA FILE
#                        --------------
# Format:                DOS-ASCII
# Date format:           YYYY-MM-DD; YYYY-MM; YYYY; MM
# Field delimiter:       ;
#
# file generation data:  2013-08-26
#
# GRDC-No.:              4102400
# River:                 UNALAKLEET RIVER
# Station:               ABOVE CHIROSKEY RIVER NEAR UNALAKLEET,AK
# Country:               US
# Latitude (dec. °):       63.930000
# Longitude (de. °):     -160.310000
# Catchment area (km²):     2714.000
# Altitude (m.a.s.l):          12.19
# Next d/s station:      -
# Remarks:               
#************************************************************
#
# Data Set Content:      MONTHLY PRIMARY VALUES
#                        ----------------------
# Unit:                  m³/s
# Time series:           1997 - 2006
# No. of years:          10
#
# Consists of 3 tables of statistics based on mean daily discharges
#     - for each single year
#     - for the entire period
#     - for each month over the entire period
#
# Aggregation thresholds:
#    nD = 10 (max. number of missing days allowed to calculate a monthly value)
#    nM = 2  (max. number of missing months allowed for a year to be considered)
#    nY = 5  (min. number of years for aggregation over the entire period)
#
#
# TABLES
#
# For INDIVIDUAL YEARS (n records, one per year)
#   LQ:    lowest monthly discharge of the given year
#   month: associated month of occurrence
#   MQ:    mean discharge of all monthly discharges in the given year
#   HQ:    highest monthly discharge of the given year
#   month: associated month of occurrence
#   n:    number of available values used for MQ calculation
#
year;LQ;month;MQ;;HQ;month;m
1997;  -999.000;00;  -999.000;  -999.000;00;   4
1998;  -999.000;00;  -999.000;  -999.000;00;   4
1999;  -999.000;00;  -999.000;  -999.000;00;   7
2000;     3.017;03;    37.465;    97.300;09;  12
2001;     2.750;03;    44.538;   246.055;06;  12
2002;     3.164;04;    31.929;   113.481;05;  12
2003;     3.450;03;    45.153;   102.797;06;  12
2004;     3.360;03;    46.299;   215.871;05;  12
2005;     3.754;03;    52.285;   241.053;05;  12
2006;     3.663;04;    54.985;   144.025;10;  10
#
#
# For ENTIRE PERIOD
# Calculated only from years with less than 2 months missing
#
#   LQ:   lowest monthly discharge from the entire period
#   MQ_1: mean discharge of all monthly discharges in the period [m³/s]
#   MQ_2: mean discharge volume per year of all monthly discharges in the period [km³/a]
#   MQ_3: mean runoff per year of all monthly discharges in the period [mm/a]
#   HQ:   highest monthly discharge from the entire periode
#   n:    number of available months used for MQ calculation
#
LQ;MQ_1;MQ_2;MQ_3;HQ;n
     2.750;    47.414;     1.495;       551;   246.055;   97
#
#
# For EACH MONTH of the year (12 records covering max. n years)
# Calculated only for months with <= 10 missing days
#
#   month: month (1=January)
#   LQ:    lowest monthly discharge of the given month in the entire period
#   year:  associated year of occurrence (only the first occurence is listed)
#   MQ:    mean discharge from all monthly discharges of the given month in the entire period
#   HQ:    highest monthly discharge of the given month in the entire period
#   year:  associated year of occurrence (only the first occurence is listed)
#   std:   standard deviation of all monthly discharges of the given month in the entire period
#   n:     number of available daily values used for computation
#
month;LQ;year;MQ;HQ;year;std;n
01;     4.128;2002;     4.667;     5.600;2003;     0.599;    7
02;     3.260;2001;     3.730;     4.256;2005;     0.405;    7
03;     2.750;2001;     3.352;     3.803;2006;     0.376;    7
04;     2.931;2001;     6.670;    21.924;2004;     6.857;    7
05;    33.091;2001;   125.316;   241.053;2005;    77.289;    7
06;    34.038;1997;    98.928;   246.055;2001;    56.621;   10
07;    15.725;1997;    47.091;    71.996;2003;    18.844;   10
08;    22.638;2002;    74.496;   159.311;1998;    38.316;   10
09;    37.483;2004;    74.753;   133.467;2005;    32.349;   10
10;    29.039;2001;    57.113;   144.025;2006;    37.399;    8
11;    11.023;2001;    18.774;    33.059;2003;     7.286;    7
12;     5.555;2001;     7.425;     9.583;2002;     1.250;    7
