# Title:                 GRDC STATION DATA FILE
#                        --------------
# Format:                DOS-ASCII
# Date format:           YYYY-MM-DD; YYYY-MM; YYYY; MM
# Field delimiter:       ;
#
# file generation data:  2013-08-26
#
# GRDC-No.:              2588556
# River:                 EDO (TONE SOUTH BRANCH)
# Station:               NAGAREYAMA
# Country:               JP
# Latitude (dec. °):       35.849167
# Longitude (de. °):      139.900278
# Catchment area (km²):     8705.300
# Altitude (m.a.s.l):        -999.00
# Next d/s station:      -
# Remarks:               
#************************************************************
#
# Data Set Content:      MONTHLY PRIMARY VALUES
#                        ----------------------
# Unit:                  m³/s
# Time series:           1993 - 2003
# No. of years:          11
#
# Consists of 3 tables of statistics based on mean daily discharges
#     - for each single year
#     - for the entire period
#     - for each month over the entire period
#
# Aggregation thresholds:
#    nD = 10 (max. number of missing days allowed to calculate a monthly value)
#    nM = 2  (max. number of missing months allowed for a year to be considered)
#    nY = 5  (min. number of years for aggregation over the entire period)
#
#
# TABLES
#
# For INDIVIDUAL YEARS (n records, one per year)
#   LQ:    lowest monthly discharge of the given year
#   month: associated month of occurrence
#   MQ:    mean discharge of all monthly discharges in the given year
#   HQ:    highest monthly discharge of the given year
#   month: associated month of occurrence
#   n:    number of available values used for MQ calculation
#
year;LQ;month;MQ;;HQ;month;m
1993;     2.266;03;    79.797;   226.555;07;  12
1994;     0.000;01;    45.020;   186.594;09;  12
1995;     0.000;01;    65.690;   199.412;06;  12
1996;  -999.000;00;  -999.000;  -999.000;00;   9
1997;    75.210;01;   111.631;   185.493;05;  11
1998;    87.067;12;   160.627;   400.456;09;  12
1999;    76.168;02;   131.333;   285.290;07;  12
2000;    74.743;02;   122.093;   262.691;09;  12
2001;    71.999;02;   130.001;   339.335;09;  11
2002;    73.080;12;   108.962;   227.959;07;  12
2003;    64.493;01;   107.268;   227.109;08;  11
#
#
# For ENTIRE PERIOD
# Calculated only from years with less than 2 months missing
#
#   LQ:   lowest monthly discharge from the entire period
#   MQ_1: mean discharge of all monthly discharges in the period [m³/s]
#   MQ_2: mean discharge volume per year of all monthly discharges in the period [km³/a]
#   MQ_3: mean runoff per year of all monthly discharges in the period [mm/a]
#   HQ:   highest monthly discharge from the entire periode
#   n:    number of available months used for MQ calculation
#
LQ;MQ_1;MQ_2;MQ_3;HQ;n
     0.000;   105.733;     3.334;       383;   400.456;  126
#
#
# For EACH MONTH of the year (12 records covering max. n years)
# Calculated only for months with <= 10 missing days
#
#   month: month (1=January)
#   LQ:    lowest monthly discharge of the given month in the entire period
#   year:  associated year of occurrence (only the first occurence is listed)
#   MQ:    mean discharge from all monthly discharges of the given month in the entire period
#   HQ:    highest monthly discharge of the given month in the entire period
#   year:  associated year of occurrence (only the first occurence is listed)
#   std:   standard deviation of all monthly discharges of the given month in the entire period
#   n:     number of available daily values used for computation
#
month;LQ;year;MQ;HQ;year;std;n
01;     0.000;1994;    55.668;    94.510;1998;    36.902;   10
02;     0.000;1995;    55.174;   105.681;1998;    36.456;    9
03;     2.266;1993;    64.695;   106.163;1998;    34.122;   11
04;     2.513;1993;    94.546;   186.055;1998;    48.641;   11
05;    42.296;1994;   102.646;   185.493;1997;    44.398;   11
06;    16.270;1994;   103.673;   199.412;1995;    50.300;   10
07;    17.795;1994;   158.548;   285.290;1999;    74.894;   11
08;    19.307;1995;   154.578;   263.857;1999;    87.128;   10
09;    86.575;1995;   205.995;   400.456;1998;    94.356;   11
10;    31.451;1995;   125.943;   215.637;1998;    52.827;   11
11;     0.000;1995;    73.959;    95.634;2003;    34.285;   11
12;     0.000;1994;    59.696;   110.515;2003;    41.377;   10
